"Projeto:","Avaliador 1:","Avaliador 2:"
"leitura dos implicitos em charges","MARIA DE FATIMA BARBOSA DE MESQUITA BATISTA","MARIA REGINA BARACUHY LEITE"
"historia africana, afro brasileira e indigena na educacao basica: analise de materiais pedagogicos (kits a cor da cultura/secadi/mec) para utilizacao na sala de aula","EMILIA MARIA DA TRINDADE PRESTES","LEBIAM TAMAR GOMES SILVA"
"avaliacao do uso de oleos vegetais e glicerina na obtencao de biolubrificantes","ELIZETE VENTURA DO MONTE","GERD BRUNO DA ROCHA"
"acelerando calculos semi-empiricos de quimica quantica para sistemas com muitos atomos usando unidades graficas de processamento (gpus)","CLAUDIA MENEGAZ ZACCARON CRISTIANO","RAUL ROSENHAIM"
"prevalencia de trauma dentofacial e sua possivel relacao com sinais e sintomas de disfuncao temporomandibular (dtm) em praticantes de esportes de contato na cidade de joao pessoa- paraiba","CLAUDIA BATISTA MELO","SONIA SAEGER MEIRELES MONTE RASO"
"estudos de nutricao mineral em maracujazeiro amarelo","REJANE MARIA NUNES MENDONCA","LEONALDO ALVES DE ANDRADE"
"aplicacao de regulador vegetal e cloreto de calcio na qualidade e conservacao de mamao (carica papaya l.)","GILVANEIDE ALVES DE AZEREDO","CARLOS HENRIQUE DE BRITO"
"influencia do uso de energia solar na producao de eletricidade para irrigacao em areas de agricultura familiar","ROBERTO WAGNER CAVALCANTI RAPOSO","ADAILSON PEREIRA DE SOUZA"
"revisao das exsicatas dos fungos agaricoides depositados no herbario jpb","MARIA REGINA DE VASCONCELLOS BARBOSA","RITA BALTAZAR DE LIMA"
"incorporacao de oleos essenciais de cymbopogon citratus d.c. stapf (capim-santo) e cymbopogon winterianus jowitt (citronela) em filmes de quitosana como alternativa para inibicao de fungos patogenos pos-colheita","MARIA JOSE DE CARVALHO COSTA","LEYLLIANE DE FATIMA LEAL INTERAMINENSE DE ANDRADE"
"estudo da aplicacao da desidratacao osmotica combinada a secagem convectiva em mandioca (manihot esculenta crantz.) e manga (mangifera indica cv tommy atkins)","MARCIANE MAGNANI","MARCIA ROSEANE TARGINO DE OLIVEIRA"
"alteracoes cromaticas em resina composta causadas por refrigerantes associadas a utilizacao de colutorio a base de clorexidina","ROSENES LIMA DOS SANTOS","HUGO LEMES CARLO"
"desenvolvimento de sistemas automaticos miniaturizados flow-batch para aplicacoes analiticas e sintese de quantum dots","EVANEIDE FERREIRA SILVA","CLAUDIA DE OLIVEIRA CUNHA"
"prospeccao da producao cientifica em educacao de jovens e adultos","SWAMY DE PAULA LIMA SOARES","MARIA DO SOCORRO XAVIER BATISTA"
"avaliacao da utilizacao de medicamentos na pediatria do ambulatorio do hospital universitario lauro wanderley","JANA LUIZA TOSCANO MENDES DE OLIVEIRA","JAQUELINE BRITO VIDAL BATISTA"
"analises das infeccoes do trato urinario em pacientes internados em um hospital universitario","CRISTIANNE DA SILVA ALEXANDRE","MAURUS MARQUES DE ALMEIDA HOLANDA"
"educacao e emocionalidade","EDNA GUSMAO DE GOES BRENNAND","MARIA ADAILZA MARTINS DE ALBUQUERQUE"
"autoecologia de especies de anfibios e repteis em ambientes neotropicais","HELDER FARIAS PEREIRA DE ARAUJO","ALEXANDRE RAMLO TORRE PALMA"
"mercado de trabalho em hotelaria: analise sociologica","ROBERTO VERAS DE OLIVEIRA","MAURICIO SARDA DE FARIA"
"patrimonio memoria e interatividade em joao pessoa","MARIA PATRICIA LOPES GOLDFARB","PEDRO FRANCISCO GUEDES DO NASCIMENTO"
"bancos comunitarios e moedas sociais: novos instrumentos de desenvolvimento local na regiao metropolitana de joao pessoa","FERNANDA LEMOS","ROBERTO VERAS DE OLIVEIRA"
"trabalho e saude dos necrotomistas: um estudo na cidade de joao pessoa-pb","NATANAEL ANTONIO DOS SANTOS","ANA RAQUEL ROSAS TORRES"
"analise ambiental do estado da paraiba","HENRIQUE ELIAS PESSOA GUTIERRES","RICHARDE MARQUES DA SILVA"
"citogenetica de plantas ornamentais","MAILSON MONTEIRO DO REGO","JOSE PINTO DE SIQUEIRA JUNIOR"
"individuo, emancipacao e educacao em max horkheimer","ANTONIO CARLOS FERREIRA PINHEIRO","MATHEUS DA CRUZ E ZICA"
"sorgo sacarino (sorghum bicolor l.): inoculacao com bacterias diazotroficas e promotores de crescimento sob os estresses abioticos","ROSEILTON FERNANDES DOS SANTOS","HEMMANNUELLA COSTA SANTOS"
"livros didaticos de geografia: autores e editoras (seculo xix a meados do seculo xx)","VIVIANY SILVA ARAUJO PESSOA","ELISA PEREIRA GONSALVES"
"futebol e moralidade: construcao social da normatividade e modos de justificacao no debate sobre tecnologias de monitoramento","GEOVANIA DA SILVA TOSCANO","OSICLEIDE DE LIMA BEZERRA"
"avaliacao dos processos hidrossedimentologicos em bacias experimental e representativa na paraiba","HENRIQUE ELIAS PESSOA GUTIERRES","LINCOLN ELOI DE ARAUJO"
"trajetorias e contribuicoes dos nucleos de estudos da mulher e relacoes de genero integrantes da rede feminista norte e nordeste de estudos e pesquisa sobre mulher e relacoes de genero-redor: do pessoal ao institucional aprovado pela chamada mcti/cnpq/spm","ANA DORZIAT BARBOSA DE MELO","EDUARDO JORGE LOPES DA SILVA"
"dinamica nao-linear com lasers e circuitos eletronicos","MARTINE PATRICIA ARLTTE CHEVROLLER","DIONISIO BAZEIA FILHO"
"estudo fitoquimico e toxicologico de plantas do norte/nordeste brasileiro","JOSE MARIA BARBOSA FILHO","DAMIAO PERGENTINO DE SOUSA"
"modelo para previsao do efeito da alternancia do turno de trabalho nos parametros cardiovasculares do controlador de trafego aereo","ANAND SUBRAMANIAN","FRANCISCO SOARES MASCULO"
"avaliando a editoracao de e-books em ambientes de editoras universitarias: uma aplicacao do open monograph press","ISA MARIA FREIRE","JOANA COELI RIBEIRO GARCIA"
"desenvolvimento da apicultura e meliponicultura no nordeste brasileiro","GEORGE RODRIGO BELTRAO DA CRUZ","ITALO DE SOUZA AQUINO"
"efeitos da inclusao da folha de nim (azadirachta indica) na dieta de pequenos ruminantes no controle de endoparasitas","CARLA APARECIDA SOARES SARAIVA","PAULO SERGIO DE AZEVEDO"
"pedro americo: de menino do brejo a doutor em bruxelas (trajetoria escolar e formacao intelectual de um pintor de historia no brasil oitocentista)","SOLANGE PEREIRA DA ROCHA","SERIOJA RODRIGUES CORDEIRO MARIANO"
"avaliacao do efeito da imersao em diferentes solucoes de limpeza na dureza e rugosidade de dentes artificiais de resina acrilica.","RICARDO DIAS DE CASTRO","MARIA GERMANA GALVAO CORREIA LIMA"
"ecologia e biodiversidade de termitas em ecossistemas do nordeste brasileiro","CARLA SORAIA SOARES DE CASTRO","CELSO FEITOSA MARTINS"
"producao e tecnologia de sementes de fava rajada (phaseolus lunatus l.)","LOURIVAL FERREIRA CAVALCANTE","LEONALDO ALVES DE ANDRADE"
"sintese de novos analogos de isonucleosideos no carbono c5, hibridos entre anti-inflamatorios tetraidropiranicos e a adenina/aminoguanidina: busca de novos com atividade anti-cancer.","BRUNO FREITAS LIRA","JOSE RODRIGUES DE CARVALHO FILHO"
"levantamento das concepcoes e acoes de psicologos acerca das queixas escolares encaminhadas aos centros de atendimento psicologicos para criancas: um estudo na cidade de joao pessoa","ANGELA MARIA DIAS FERNANDES","RENATA MONTEIRO GARCIA"
"a explicacao da autoeficacia no uso de preservativos a partir dos tracos de personalidade, cultura e satisfacao em relacionamento de casal","MARIA DE FATIMA PEREIRA ALBERTO","ANA ALAYDE WERBA SALDANHA PICHELLI"
"estudo da toxicidade reprodutiva do extrato etanolico de krameria tomentosa a. st. hill em ratas wistar expostas no periodo de pos-implantacao embrionaria","NUBIA PEREIRA DA COSTA","LUIS FERNANDO MARQUES DOS SANTOS"
"crescimento e teor de macronutrientes em mamoeiro adubado com fosforo em solo com e sem adicao de calcario","BELISIA LUCIA MOREIRA TOSCANO DINIZ","EDNA URSULINO ALVES"
"especies florestais da caatinga: producao e tecnologia de sementes com vistas a coleta de sementes (acs)","LAESIO PEREIRA MARTINS","WALTER ESFRAIN PEREIRA"
"producao de etanol de segunda geracao a partir do bagaco de cana","RENNIO FELIX DE SENA","RENATA MARTINS BRAGA"
"organizacao escolar e modelos democraticos: uma analise das relacoes entre profissoes, organizacao e comunidade","RODRIGO SILVA ROSAL DE ARAJO","MARIA ELIZETE GUIMARAES CARVALHO"
"avaliacao de estrategias de enfretamento do craving, burden e ansiedade no tratamento de dependentes de crack","MARIA DE OLIVEIRA FERREIRA FILHA","ANTONIA OLIVEIRA SILVA"
"novas familias a luz do biodireito e da biotecnologia","MARIA LUIZA PEREIRA DE ALENCAR MAYER FEITOSA","ZAQUEU ERNESTO DA SILVA"
"monitoramento inteligente e pervasivo da saude humana","LILIANE DOS SANTOS MACHADO","ED PORTO BEZERRA"
"o sentido do plantao psicologico para os usuarios de um hospital geral","CARMEN WALENTINA AMORIM GAUDENCIO BEZERRA","ZAETH AGUIAR DO NASCIMENTO"
"exigencias de aminoacidos digestiveis com base na proteina ideal para frangos","TEREZINHA DOMICIANO DANTAS MARTINS","SAFIRA VALENCA BISPO"
"extracao e caracterizacao de enzimas de interesse biotecnologico a partir do cerebro, musculo esqueletico e visceras do peixe-zebra (danio rerio)","ALDA LUCIA DE LIMA AMANCIO","PATRICIA MIRELLA DA SILVA SCARDUA"
"novas formulacoes para calculo do escoamento uniforme em canais rugosos considerando os efeitos de forma","ADRIANO ROLIM DA PAZ","CRISTIANO DAS NEVES ALMEIDA"
"tolerancia de plantas exoticas invasoras a salinidade: cryptostegia madagascariensis, prosopis juliflora e calotropis procera","ROBERTO WAGNER CAVALCANTI RAPOSO","VANIA DA SILVA FRAGA"
"papel imunomodulador da ouabaina","MARCIA REGINA PIUVEZAM","TATJANA KEESEN DE SOUZA LIMA CLEMENTE"
"avaliacao da estabilidade termica e oxidativa, e atividade antioxidante de goji barry (lycium barbarum l.)","CLAUDIA MENEGAZ ZACCARON CRISTIANO","LUCINA ROCHA SOUSA"
"concepcao de circuitos integrados analogicos com baixo consumo de energia","CICERO DA ROCHA SOUTO","KLEBER CARNEIRO DE OLIVEIRA"
"analises odontometricas dos pre-molares na determinacao de sexo","WILTON WILNEY NASCIMENTO PADILHA","ANA MARIA GONDIM VALENCA"
"legislativos nacionais e politica externa: um estudo comparado entre argentina, brasil, chile, mexico e uruguai","THIAGO LIMA DA SILVA","AUGUSTO WAGNER MENEZES TEIXEIRA JUNIOR"
"estudo prospectivo das doencas de ruminantes e equideos no estado da paraiba","FABIANA SATAKE","IVIA CARMEM TALIERI"
"hibridacao e estudo de compatibilidade de cruzamentos em variedades pimenteiras ornamentais (capsicum spp.)","PERICLES DE FARIAS BORGES","JUSSARA ELLEN MORAIS FRAZAO"
"tecnologia de sementes de phaseolus lunatus l.","BELISIA LUCIA MOREIRA TOSCANO DINIZ","RAUNIRA DA COSTA ARAUJO"
"a pragmatica dos direitos humanos","FLAVIANNE FERNANDA BITENCOURT NOBREGA","PEDRO PARINI MARQUES DE LIMA"
"aspectos socioeconomicos da vaquejada no estado da paraiba","EDILSON PAES SARAIVA","FERNANDO GUILHERME PERAZZO COSTA"
"aplicacao de antioxidantes naturais do residuo da vinificacao em substituicao a antioxidantes sinteticos em alimentos","PRISCILLA DINIZ LIMA DA SILVA BERNARDINO","MARCIA ROSEANE TARGINO DE OLIVEIRA"
"circulacao de livros, compendios e artefatos escolares na parahyba do norte na segunda metade do oitocentos.","SOLANGE PEREIRA DA ROCHA","SERIOJA RODRIGUES CORDEIRO MARIANO"
"aproveitamento do biogas no aterro sanitario de residuos solidos urbanos de joao pessoa  pb","ELISANGELA MARIA RODRIGUES ROCHA","CARMEM LUCIA MOREIRA GADELHA"
"um analisador em fluxo-batelada para a determinacao de especies inorganicas usando a extracao liquido-liquido em fase unica e deteccao por espectrometria de absorcao atomica","EVANEIDE FERREIRA SILVA","WALLACE DUARTE FRAGOSO"
"mancha marrom de alternaria (alternaria alternata f. sp. citri) em citros: estrategias de controle e mecanismos de resistencia","JACINTO DE LUNA BATISTA","MARCOS BARROS DE MEDEIROS"
"uso de tecnicas quimiometricas para avaliar a acao de reguladores de crescimento em planta ovo","MARIO CESAR UGULINO DE ARAUJO","LILIANA DE FATIMA BEZERRA LIRA DE PONTES"
"acionamento de alto desempenho utilizando maquinas hexafasicas","DARLAN ALEXANDRIA FERNANDES","ISAAC SOARES DE FREITAS"
"determinacao da estabilidade da manteiga da terra","INGRID CONCEICAO DANTAS GUERRA","EDVALDO MESQUITA BELTRAO FILHO"
"dinamica populacional de roedores e marsupiais no extremo norte da mata atlantica","HELDER FARIAS PEREIRA DE ARAUJO","GUSTAVO HENRIQUE CALAZANS VIEIRA"
"caracterizacao do perfil dos usuarios de crack, alcool e outras drogas que sao atendidos nos servicos de saude mental do municipio de cabedelo/pb (capsad e caps i).","CARMEN WALENTINA AMORIM GAUDENCIO BEZERRA","SANDRA SOUZA DA SILVA"
"ecologia comportamental da preguica comum (bradypus variegatus) em ambiente urbano na cidade de rio tinto-pb e acoes de educacao ambiental para preservacao da especie.","CELSO FEITOSA MARTINS","ALEXANDRE VASCONCELLOS"
"geoprocessamento aplicado ao estudo da bacia hidrografica do rio do canto","SILVANIA MARIA DE SOUZA GOMES NASCIMENTO","KELLY CRISTIANE GOMES DA SILVA"
"difusao tecnologica para implantacao da producao integrada e da adubacao organica estruturada na abacaxicultura familiar e de assentamentos rurais do semi-arido paraibano","DJAIL SANTOS","MANOEL BANDEIRA DE ALBUQUERQUE"
"uso de geotecnologias como ferramentas de apoio para o planejamento urbano","ALVARO CARLOS GONCALVES NETO","ELIZANILDA RAMALHO DO REGO"
"relacao estresse e cognicao na terceira idade: um estudo com idosos de instituicoes asilares do municipio de joao pessoa.","JANINE MARTA COELHO RODRIGUES","EDNA GUSMAO DE GOES BRENNAND"
"o uso das geotecnologias na analise da dinamica de uso e ocupacao da terra em uma microbacia hidrografica do semiarido paraibano","RONALDO BASTOS FRANCINI FILHO","JOEL SILVA DOS SANTOS"
"sobre a letra e o inconsciente: espectros da sexualidade no texto literario","GENILDA ALVES DE AZEREDO","ROSALINA MARIA SALES CHIANCA"
"analise da vazao de diluicao de efluentes industriais em corpos hidricos: o caso do riacho mussure na bacia hidrografica do rio gramame - joao pessoa/pb","ELISANGELA MARIA RODRIGUES ROCHA","JOACIO DE ARAUJO MORAIS JUNIOR"
"caracterizacao e extracao de subprodutos de uvas oriundos da elaboracao de vinhos finos tropicais","DAYSE DAS NEVES MOREIRA","PETRONIO FILGUEIRAS DE ATHAYDE FILHO"
"ao redator dos jornais do imperio: a instrucao publica nas provincias do rio de janeiro e da paraiba","JEAN CARLO DE CARVALHO COSTA","PAULO ROBERTO PALHANO SILVA"
"avaliacao de diferentes tipos de oleos de fritura no preparo de mandioca tipo chips","PRISCILLA DINIZ LIMA DA SILVA BERNARDINO","ESMERALDA PARANHOS DOS SANTOS"
"avaliacao energetica de software","MARCIA VERONICA COSTA MIRANDA","ED PORTO BEZERRA"
"aplicacoes de realidade aumentada para recuperacao da informacao por meio de dispositivos moveis","EMEIDE NOBREGA DUARTE","MARCKSON ROBERTO FERREIRA DE SOUSA"
"zona de conforto termico para codornas de corte com base em indicadores de bem-estar","CARLA APARECIDA SOARES SARAIVA","MARIA LINDOMARCIA LEONARDO DA COSTA"
"concepcoes do sagrado nas escolas de pensamento indiano: yoga, vedanta e nyaya.","ELISABETTA ROMANO","DILAINE SOARES SAMPAIO"
"avaliacao de capacidade resistente de lajes de concreto mediante testes de vibracao e modelagem computacional","ANGELO VIEIRA MENDONCA","ANDRE JACOMEL TORII"
"estudo do mecanismo de internalizacao de lectinas de leguminosas potencialmente ativas contra linhagens de celulas neoplasicas","CLAYTON ZAMBELI OLIVEIRA","CARLOS ALBERTO DE ALMEIDA GADELHA"
"identificacao molecular do protozoario do genero perkinsus que parasita a ostra crassostrea gasar do estuario do rio mamanguape-pb","ALDA LUCIA DE LIMA AMANCIO","IERECE MARIA DE LUCENA ROSA"
"identificacao de erros alimentares de gestantes diabeticas com sindrome metabolica atendidas no ambulatorio de endocrinologia de um hospital universitario","MARIA DA CONCEICAO RODRIGUES GONCALVES","RODRIGO PINHEIRO DE TOLEDO VIANNA"
"avaliacao da atividade do alcaloide sintetico mhtp [1-(3- metoxi- 4-hidroxifenil)-7-metoxi-1,2,3,4,- tetrahidroisoquinolina] em modelo experimental de asma alergica.","TATJANA KEESEN DE SOUZA LIMA CLEMENTE","GICIANE CARVALHO VIEIRA"
"desenvolvimento de um analisador fluxo batelada para monitoramento de parametros de qualidade em amostras de cachaca","MARIO CESAR UGULINO DE ARAUJO","LILIANA DE FATIMA BEZERRA LIRA DE PONTES"
"fontes lipidicas na alimentacao de coelhos em crescimento","ROBERTO GERMANO COSTA","SEVERINO GONZAGA NETO"
"automacao e controle em sistemas de distribuicao de agua","BELARMINO BARBOSA LIRA","RICARDO ALMEIDA DE MELO"
"dinamica das caatingas, uso dos solos e desertificacao nos cariris velhos da paraiba","EDUARDO RODRIGUES VIANA DE LIMA","MARCO ANTONIO MITIDIERO JUNIOR"
"projeto biopass - pesquisa e desenvolvimento de um sistema multifator e multibiometrico de identificacao e autenticacao de usuarios","ALEXANDRE NOBREGA DUARTE","CLAUIRTON DE ALBUQUERQUE SIEBRA"
"os vinculos entre os estilos de aprendizagem e as experiencias de alunos do curso de administracao","MARCIO ANDRE VERAS MACHADO","RITA DE CASSIA DE FARIA PEREIRA"
"selecao de fungos isolados de um sistema agroflorestal, para uso no controle biologico de insetos-praga na agricultura e na pecuaria do nordeste brasileiro","PATRICIA PINHEIRO FERNANDES VIEIRA","EDELTRUDES DE OLIVEIRA LIMA"
"qualidade das aguas da bacia hidrografica do rio gramame-mumbaba","MARIA BETANIA HERMENEGILDO DOS SANTOS","LUCIANO FARIAS DE ALMEIDA"
"sistema de geracao eolica baseado no gerador de inducao de rotor bobinado alimentado por tensoes desequilibradas","ROMERO LEANDRO ANDERSEN","SIMPLICIO ARNAUD DA SILVA"
"avaliacao da relacao estrutura-atividade antinociceptiva do alcool perilico e seus derivados","JOSEAN FECHINE TAVARES","BARBARA VIVIANA DE OLIVEIRA SANTOS"
"estudo de metodos numericos aplicados a analise de estruturas","ABEL CAVALCANTE LIMA FILHO","SIMPLICIO ARNAUD DA SILVA"
"diversidade de bacterias associadas aos cnidarios sadios e doentes dos recifes costeiros da paraiba","EDELTRUDES DE OLIVEIRA LIMA","THOMPSON LOPES DE OLIVEIRA"
"contribuicao ao estudo da durabilidade de paredes executadas com blocos eva","ANGELINA DIAS LEAO COSTA","GEOVANY JESSE ALEXANDRE SILVA"
"producao de mel no estado da paraiba: avaliacao da qualidade e identidade visando a classificacao do produto e exploracao da cadeia apicola do nordeste","CARLOS ROBERTO MARINHO DA SILVA FILHO","FERNANDA VANESSA GOMES DA SILVA"
"estudo comparativo da degradacao de contaminantes emergentes por processos oxidativos avancados e avaliacao da toxicidade","MARIA BETANIA HERMENEGILDO DOS SANTOS","EDVAN CIRINO DA SILVA"
"inferencia sob planos amostrais de cadastro duplo","TARCIANA LIBERAL PEREIRA","TATIENE CORREIA DE SOUZA"
"desenvolvimento de metodologias analiticas e tecnologias de producao da droga vegetal e extratos de angico (anadenanthera colubrina var. cebil)","ISAC ALMEIDA DE MEDEIROS","CALIANDRA MARIA BEZERRA LUNA LIMA"
"economia do turismo na paraiba: possiveis cenarios e impactos","ANA CANDIDA FERREIRA VIEIRA","SINEZIO FERNANDES MAIA"
"historiando a educacao profissional na paraiba: um estudo sobre o ensino de contabilidade","WENNER GLAUCIO LOPES LUCENA","MARCIA REIS MACHADO"
"sintese de compostos organicos com potencialidades biologicas","BRUNO FREITAS LIRA","MARIO LUIZ ARAUJO DE ALMEIDA VASCONCELLOS"
"estudo do conforto termico no posto de trabalho dos policiais militares do estado da paraiba em servicos de radiopatrulhamento motorizado","ANAND SUBRAMANIAN","FRANCISCO SOARES MASCULO"
"seguranca em arquivos digitais: um estudo sobre protecao e criptografia em arquivos digitais","EDVALDO CARVALHO ALVES","ISA MARIA FREIRE"
"selecao de plantas de especies do genero capsicum com potencial para ornamental","FRANCISCO BORJA RUIZ REVERTER","JUSSARA ELLEN MORAIS FRAZAO"
"qualidade da dieta e fatores de risco para o desenvolvimento de doencas cardiovasculares e metabolicas em adolescentes da rede publica de ensino em joao pessoa -paraiba: um estudo longitudinal","MARIA DA CONCEICAO RODRIGUES GONCALVES","RODRIGO PINHEIRO DE TOLEDO VIANNA"
"gestao de residuos solidos urbanos: diagnostico em capitais do nordeste brasileiro com base na legislacao 12.305 de agosto de 2010. estudo de caso: aracaju/se e joao pessoa/pb","TARCISO CABRAL DA SILVA","GILSON BARBOSA ATHAYDE JUNIOR"
"atendimento no servico de plantao psicologico em hospital geral","CARMEN WALENTINA AMORIM GAUDENCIO BEZERRA","ZAETH AGUIAR DO NASCIMENTO"
"influencia do exercicio fisico sobre os criterios de fragilidade e a qualidade do sono em idosos","ALEXANDRE SERGIO SILVA","IRAQUITAN DE OLIVEIRA CAMINHA"
"estado de saude, estresse e tratamento fisioterapeutico em cuidadores de criancas com necessidades especiais","KATIA SUELY QUEIROZ SILVA RIBEIRO","PALLOMA RODRIGUES DE ANDRADE"
"estimativas de parametros geneticos e de ambiente para medidas repetidas de producao de leite em caprinos","EDILSON PAES SARAIVA","MARIA LINDOMARCIA LEONARDO DA COSTA"
"producao de lipases por microrganismos isolados do solo contaminado com oleo vegetal residual","PATRICIA PINHEIRO FERNANDES VIEIRA","THOMPSON LOPES DE OLIVEIRA"
"analise ambiental da reserva biologica rebio guaribas","CHRISTIANNE MARIA MOURA REIS","HENRIQUE ELIAS PESSOA GUTIERRES"
"dinamica zooplanctonica frente a alteracoes ambientais e da comunidade fitoplanctonica em um reservatorio profundo, semiarido paraibano","ELAINE BERNINI","LUCIANA GOMES BARBOSA"
"geoquimica e valores de referencia de qualidade para metais pesados em solos da paraiba","COSME RAFAEL MARTINEZ SALINAS","MANOEL ALEXANDRE DINIZ NETO"
"mitigacao aos efeitos da seca: desastres naturais versus convivencia com o semiarido","ELIZANILDA RAMALHO DO REGO","WALTER ESFRAIN PEREIRA"
"avaliacao das prescricoes de antimicrobianos na enfermaria pediatrica do hospital universitario lauro wanderley","ROBSON CAVALCANTE VERAS","REINALDO NOBREGA DE ALMEIDA"
"observatorio do jornalismo no semi-arido paraibano: o discurso da convivencia com a seca/semi-arido e seu agendamento na imprensa e nas campanhas eleitorais nas eleicoes 2014.","MARCOS ANTONIO NICOLAU","NELSIO RODRIGUES DE ABREU"
"sustentabilidade urbana e arquitetonica aplicada a cidade de joao pessoa-pb: pesquisa e diretrizes de planejamento urbano e regional integrado e sustentavel","ANGELINA DIAS LEAO COSTA","ALUISIO BRAZ DE MELO"
"atitudes frente a escola: uma explicacao pautada nos valores humanos e estilos parentais","EMILIA MARIA DA TRINDADE PRESTES","MARIA ALVES DE AZEREDO"
"validacao de afirmativas de diagnosticos, resultados e intervencoes de enfermagem da cipe(r) para a assistencia a pacientes no periodo puerperal.","GREICY KELLY GOUVEIA DIAS BITTENCOURT","SIMONE ELIZABETH DUARTE COUTINHO"
"avaliacao das praticas de inovacao em gestao e processo de producao no segmento marmoraria de joao pessoa- pb","LUCIANO COSTA SANTOS","CLAUDIA FABIANA GOHR"
"marketing social aplicado a saude publica: uma analise dos condicionantes comportamentais da obesidade infantil","CARLOS ROBERTO MARINHO DA SILVA FILHO","ANA LUCIA DE ARAUJO LIMA COELHO"
"estudo sobre a dimensao desiderativa da competencia inter-relacional de licenciandos da ufpb participantes de programa de desenvolvimento de habilidades sociais","ADELAIDE ALVES DIAS","MONICA DIAS PALITOT"
"tecnologia de sementes de sideroxylon obtusifolium (roem. & schult.) penn. (sapotaceae)","GILVANEIDE ALVES DE AZEREDO","FILLIPE SILVEIRA MARINI"
"desenvolvimento de modelo de processo para producao de programas educativos interativos para televisao digital, dispositivos moveis e web.","ADELAIDE ALVES DIAS","TIMOTHY DENIS IRELAND"
"ecologia e conservacao de cactaceas de ocorrencia no semiarido da paraiba","GILVANEIDE ALVES DE AZEREDO","RAUNIRA DA COSTA ARAUJO"
"geracao de energia eletrica utilizando material piezoeletrico","JOSE FELIX DA SILVA NETO","ANTONIO AUGUSTO LISBOA DE SOUZA"
"gestao dos residuos da construcao civil e demolicao (rcd) na cidade de joao pessoa  pb","BELARMINO BARBOSA LIRA","HEBER PIMENTEL GOMES"
"estudo da atividade leishmanicida de esteres fenilpropanoicos","JOSE MARIA BARBOSA FILHO","MARCELO SOBRAL DA SILVA"
"producao de biossurfactantes utilizando residuos agroindustriais como substrato","ENEAS RICARDO DE MORAIS GOMES","DEMETRIUS ANTONIO MACHADO DE ARAUJO"
"politicas educacionais, desenvolvimento profissional eacoes inclusivas: investigando identidades e saberes","LAURENIA SOUTO SALES","MARLUCE PEREIRA DA SILVA"
"desenvolvimento de eletroceramicas a base de ceria (ceo2)","MAX ROCHA QUIRINO","JULIANO ELVIS OLIVEIRA"
"avaliacao microbiologica dos produtos suinicolas, como estrategia de marketing e seguranca alimentar na cadeia produtiva dos suinos","ADRIANA EVANGELISTA RODRIGUES","PAULO SERGIO DE AZEVEDO"
"estudo dos aspectos epidemiologicos das parasitoses de suinos em propriedades rurais da microrregioes do brejo e de guarabira","CARLA APARECIDA SOARES SARAIVA","GEORGE RODRIGO BELTRAO DA CRUZ"
"as contribuicoes do curriculo para a formacao da identidade e o reconhecimento dos jovens e adultos campesinos","MARIA ZULEIDE DA COSTA PEREIRA","MARIA DO SOCORRO XAVIER BATISTA"
"avaliacao da competitividade agroindustrial de pitangas de um pomar familiar do engenho monte alegre: um estudo de caso","FERNANDA VANESSA GOMES DA SILVA","GRACIELE DA SILVA CAMPELO BORGES"
"efeito da adubacao mineral e organica na cultura da romazeira (punica granatum l.)","SILVANIA MARIA DE SOUZA GOMES NASCIMENTO","GUTTEMBERG DA SILVA SILVINO"
"crescimento e caracteristicas fisico-quimicas da graviola morada em funcao da adubacao mineral e organica","SILVANDA DE MELO SILVA","DJAIL SANTOS"
"avaliacao do impacto da pressao de pastejo caprino sobre o acumulo de serapilheira e dinamica sazonal dos organismos edaficos em areas de caatinga","EDSON MAURO SANTOS","ANA PATRICIA ALMEIDA BEZERRA"
"qualidade do solo em diferentes condicoes de uso no semiarido nordestino sob processo de desertificacao","GUTTEMBERG DA SILVA SILVINO","MANOEL ALEXANDRE DINIZ NETO"
"reconhecimento das plantas medicinais do semiarido paraibano e suas possiveis implicacoes como instrumento de promocao da saude, educacao ambiental, trabalho coletivo e praticas agroecologicas","ROBSON CAVALCANTE VERAS","REINALDO NOBREGA DE ALMEIDA"
"raizes do brasil na literatura popular: intersubjetividade e multiculturalismo","MARIA REGINA BARACUHY LEITE","RAQUEL BASILIO DA CUNHA DIAS DE MELO"
"acoes de apoio ao uso da energia solar termica a nivel municipal, regional e nacional no brasil - informacoes, incentivos e legislacoes","MARIA LUIZA PEREIRA DE ALENCAR MAYER FEITOSA","ROBSON ANTAO DE MEDEIROS"
"projeto de um carro eletrico com tempo de autonomia razoavel. estudo e simulacao","CLEONILSON PROTASIO DE SOUZA","RUY ALBERTO PISANI ALTAFIM"
"desenvolvimento da meliponicultura sustentavel na paraiba como ferramenta de revitalizacao da biodiversidade","CARLA APARECIDA SOARES SARAIVA","PAULO SERGIO DE AZEVEDO"
"o jovem na internet: ideias e praticas culturais na contemporaneidade","ANA DORZIAT BARBOSA DE MELO","FERNANDO CEZAR BEZERRA DE ANDRADE"
"aspectos computacionais das redes eletricas inteligentes (smartgrids)","LILIANE DOS SANTOS MACHADO","ALISSON VASCONCELOS DE BRITO"
"sintese de acetato de etila, simulacao de uma coluna reativa considerando o modelo difusivo na coluna e a cinetica da reacao","VIVIAN STUMPF MADEIRA","SHARLINE FLORENTINO DE MELO SANTOS"
