Projeto:,Avaliador 1:,Avaliador 2:
"medicina e adoecimento genetico: estudo sobre o desenvolvimento e praticas profissionais genetica na paraiba, brasil.",PEDRO FRANCISCO GUEDES DO NASCIMENTO,MARIA PATRICIA LOPES GOLDFARB
itinerarios terapeuticos de usuarios lgbtt em joao pessoa,JULIANA SAMPAIO,WILTON WILNEY NASCIMENTO PADILHA
avaliacao do perfil lipidico em pacientes portadores da febre chikungunya cronica,ANDRE TELIS DE VILELA ARAUJO,ESTHER BASTOS PALITOT
manejo da fertirrigacao com agua salina sobre os aspectos ecofisiologicos e de producao de especies frutiferas,RISELANE DE LUCENA ALCANTARA BRUNO,SILVANDA DE MELO SILVA
"diversidade, taxonomia e abundancia do zooplancton gelatinoso no arquipelago de sao pedro e sao paulo",FABIANA LOPES ROCHA,ALEXANDRE VASCONCELLOS
desenvolvimento de um metodo automatico para determinacao de aflatoxinas em produtos agroalimenticios por analise de imagens digitais,ILDA ANTONIETA SALATA TOSCANO,RICARDO ALEXANDRE CAVALCANTI DE LIMA
"potencial antioxidante, hipolipemiante, anti-inflamatorio e prebiotico do mel de jandaira (melipona subnitida duke) proveniente da florada de malicia (mimosa quadrivalvis l.) avaliado em ratos dislipidemicos",EVANDRO LEITE DE SOUZA,RITA DE CASSIA RAMOS DO EGYPTO QUEIROGA
avaliacao comparativa da atividade coagulante de diferentes venenos de serpentes e identificacao de possiveis inibidores das proteinas ofidicas atuantes na cascata de coagulacao,REINALDO NOBREGA DE ALMEIDA,CICERO FRANCISCO BEZERRA FELIPE
irrigacao com aguas salinas e aplicacao de biofertilizante em culturas agricolas,RAUNIRA DA COSTA ARAUJO,DJAIL SANTOS
"qualidade, propriedades funcionais e conservacao pos-colheita de frutos tropicais sob recobrimentos biodegradaveis",RISELANE DE LUCENA ALCANTARA BRUNO,WALTER ESFRAIN PEREIRA
efeitos das substituicoes parciais simultaneas de cloreto de sodio e gordura suina por cloreto de potassio e uma pre-emulsao de oleos na qualidade sensorial de mortadelas,PRISCILLA DINIZ LIMA DA SILVA BERNARDINO,HAISSA ROBERTA CARDARELLI
efeito do tratamento com o monoterpeno sintetico gama-terpineno em modelo experimental de asma.,DANIELE IDALINO JANEBRO XIMENES,TATJANA KEESEN DE SOUZA LIMA CLEMENTE
analise e avaliacao de processos de trabalho em saude,KATIA NEYLA DE FREITAS MACEDO,JULIANA SAMPAIO
percepcao dos graduandos de odontologia da universidade federal da paraiba quanto a etica profissional,ANDRESSA FEITOSA BEZERRA DE OLIVEIRA,ANA MARIA GONDIM VALENCA
a arquitetura neoclassica na paisagem urbana de joao pessoa no seculo xix,JOSE AUGUSTO RIBEIRO DA SILVEIRA,MARIA BERTHILDE DE BARROS LIMA E MOURA FILHA
fotoquimica de clorofluorcarbonos (cfcs e hcfcs): um estudo td-dft.,GERD BRUNO DA ROCHA,WAGNER DE MENDONCA FAUSTINO
investigacao do efeito do exercicio fisico sobre a reatividade de utero de ratas wistar,MARIANNA VIEIRA SOBRAL CASTELLO BRANCO,FABIANA DE ANDRADE CAVALCANTE
desenvolvimento de novos metodos analiticos automaticos com geracao de vapor quimico para a determinacao de metais por espectrometria atomica,MARIA BETANIA HERMENEGILDO DOS SANTOS,MARCIA HELENA PONTIERI
producao de cerveja artesanal utilizando extratos de frutas regionais,MARTA MARIA DA CONCEICAO,EDSON LUIZ FOLADOR
efeito do alcaloide sintetico tetrahidroisoquinolinico mhtp em modelo experimental de caras (sindrome da asma e rinite alergica combinada).,TATJANA KEESEN DE SOUZA LIMA CLEMENTE,JOELMA RODRIGUES DE SOUZA
"compostos biativos, potencial antioxidante e conservacao pos-colheita sob atmosfera modificada de frutas nativas e nao tradicionais do nordeste do brasil",RAUNIRA DA COSTA ARAUJO,NAYSA FLAVIA FERREIRA DO NASCIMENTO
analise dos efeitos de um programa de assessoria em voz para teleoperadores,HANNALICE GOTTSCHALCK CAVALCANTI,LEONARDO WANDERLEY LOPES
"efeito do treinamento de forca com restricao de fluxo sanguineo continua e intermitente sobre a ativacao muscular, forca muscular, resistencia muscular localizada e area de seccao transversa em homens",IRAQUITAN DE OLIVEIRA CAMINHA,PIERRE NORMANDO GOMES-DA-SILVA
monitoracao das respostas fisiologicas as cargas de treinamento em atletas profissionais e recreacionais,PIERRE NORMANDO GOMES-DA-SILVA,LUCIANO MEIRELES DE PONTES
insercao das doulas na assistencia ao parto: a visao dos diferentes sujeitos envolvidos neste cenario,PEDRO JOSE SANTOS CARNEIRO CRUZ,WILTON WILNEY NASCIMENTO PADILHA
"o efeito de acaros na disponibilidade de nectar de flores ornitofilas em fragmentos de floresta atlantica da paraiba, nordeste do brasil",NADJACLEIA VILAR ALMEIDA,FREDERICO GUSTAVO RODRIGUES FRANCA
efeito da spirulina platensis sobre a reatividade do corpo cavernoso de ratos nao obesos e obesos,MARIANNA VIEIRA SOBRAL CASTELLO BRANCO,FABIANA DE ANDRADE CAVALCANTE
analise multivariada de dados eletroquimicos,EDVAN CIRINO DA SILVA,MARIA BETANIA HERMENEGILDO DOS SANTOS
"analise da populacao portadora de diabetes usuaria do sus atendida no municipio de joao pessoa quanto aos indicadores clinicos, geneticos, socio-demograficos, educacionais e atitudinais relacionados as complicacoes cronicas",SOLANGE MARIA LEDER,TATIANE SANTI GADELHA
longevidade do clareamento dental caseiro em individuos com restauracoes esteticas: ensaio clinico randomizado,FABIO LUIZ CUNHA DASSUNCAO,CARMEM SILVA LAUREANO DALLE PIAGGE
"novos compostos de al3+, ga3+ e ions lantanideos como camadas emissoras em dispositivos moleculares conversores de luz: sintese, caracterizacao, estrutura e aplicacao",FAUSTHON FRED DA SILVA,MARIA GARDENNIA DA FONSECA
adaptacao e validacao da escala de predicao de risco de violencia grave de genero (epv-r),THIAGO ANTONIO AVELLAR DE AQUINO,CARLA ALEXANDRA DA SILVA MOITA MINERVINO
qualidade do queijo de leite caprino tipo coalho condimentado com diferentes concentracoes de po de cumaru (amburana cearensis a. c. smith),PAULO SERGIO DE AZEVEDO,CARLA APARECIDA SOARES SARAIVA
vulnerabilidades e percepcoes sobre o atendimento e acesso aos servicos de saude por profissionais de saude,ANA RAQUEL ROSAS TORRES,CARMEN WALENTINA AMORIM GAUDENCIO BEZERRA
efeito da estimulacao transcraniana com corrente continua sobre a sintomatologia dolorosa e desempenho cognitivo em pacientes com migranea cronica,SUELLEN MARY MARINHO DOS SANTOS ANDRADE,FABIOLA DA SILVA ALBUQUERQUE
estudo farmacologico de produtos naturais marinhos,MARIANNA VIEIRA SOBRAL CASTELLO BRANCO,BAGNOLIA ARAUJO DA SILVA
desempenho de matrizes cimenticias frente a reacao alcali-agregado,KELLY CRISTIANE GOMES DA SILVA,MARIA ROSEANE DE PONTES FERNANDES
secagem e desidratacao osmotica de frutas regionais,JOSILENE DE ASSIS CAVALCANTE,ARIOSTON ARAUJO DE MORAIS JUNIOR
fatores associados a capacidade funcional e qualidade de vida de doentes neurologicos submetidos a intervencao fisoterapeutica.,MARIA DE FATIMA ALCANTARA BARROS,KARLA VERUSKA MARQUES CAVALCANTE DA COSTA
perfil da fluencia da fala de falantes da regiao metropolitana de joao pessoa,LUCIANA PIMENTEL FERNANDES DE MELO,GIORVAN ANDERSON DOS SANTOS ALVES
uso da cromatografia de pfeiffer para identificacao qualitativa do manejo dos solos de comunidades rurais no brejo paraibano.,FLAVIO PEREIRA DE OLIVEIRA,BRUNO DE OLIVEIRA DIAS
"analise morfometrica de camaroes de agua doce macrobrachium rosenbergii e marinhos litopenaeus vannamei, de acordo com seu desenvolvimento ontogenetico.",IAN PORTO GURGEL DO AMARAL,PATRICIA MIRELLA DA SILVA SCARDUA
transformacao organizacional generativa,JAMES BATISTA VIEIRA,STEPHANIE INGRID SOUZA BARBOZA
prevalencia e severidade da carie dentaria e da doenca periodontal em adolescentes.,FREDERICO BARBOSA DE SOUSA,BIANCA MARQUES SANTIAGO
psoriase -  para alem das lesoes na pele: avaliando a assistencia,MARIA DE FATIMA ALCANTARA BARROS,PALLOMA RODRIGUES DE ANDRADE
"avaliacao da atividade proteolitica e amilolitica em hepatopancreas de juvenis do camarao de agua doce macrobrachium rosenbergii, em diferentes horarios do ciclo de 24 horas.",IAN PORTO GURGEL DO AMARAL,PATRICIA MIRELLA DA SILVA SCARDUA
organizacao do trabalho e vivencias de prazer-sofrimento no hospital universitario  lauro wanderley ? hulw/pb,JAMES BATISTA VIEIRA,STEPHANIE INGRID SOUZA BARBOZA
cefaleia e automedicacao entre academicos da saude,MARIA SORAYA PEREIRA FRANCO ADRIANO,JORIA VIANA GUERREIRO
analise da postura estatica de escolares: comparacao entre diferentes metodologias de avaliacao fotogrametricas,ADRIANA CARLA COSTA RIBEIRO CLEMENTINO,STENIO MELO LINS DA COSTA
representacoes dos afrobrasileiros em jornais impressos paraibanos,FABIANA SENA DA SILVA,CHARLITON JOSE DOS SANTOS MACHADO
educacao rural em bananeiras/pb a partir do colegio agricola vidal de negreiros e do grupo escolar xavier junior (1936 a 1956).,MARIA LUCIA DA SILVA NUNES,ALBA CLEIDE CALADO WANDERLEY
educacao do campo: a pratica de jogos educativos como estrategia para auxiliar na formacao moral de alunos de escolas da microrregiao do brejo paraibano,MARIA DAS GRAI? 1/2 AS DE ALMEIDA BAPTISTA,MARIA ALVES DE AZEREDO
aspectos clinicos e cirurgicos nas malformacoes da juncao craniovertebral,ANDRE TELIS DE VILELA ARAUJO,CARLOS FERNANDO DE MELLO JUNIOR
avaliacao das calcificacoes de tecidos moles em tomografia computadorizada de feixe conico,THIAGO FARIAS ROCHA LIMA,MARIA GERMANA GALVAO CORREIA LIMA
avaliacao da relacao medico-paciente para diabeticos tipo 2 em tratamento ambulatorial,MAURUS MARQUES DE ALMEIDA HOLANDA,ESTHER BASTOS PALITOT
tratamento de efluentes industriais liquidos utilizando argilominerais e concha de molusco,SILVIA LAYARA FLORIANI ANDERSEN,FLAVIO LUIZ HONORATO DA SILVA
estudo da aplicabilidade e sensibilidade de um novo questionario para diagnostico de artrite psoriasica,JOSE SOARES DO NASCIMENTO,CLAUDIO ROBERTO BEZERRA DOS SANTOS
planejamento e sintese de novos derivados diaminometilenicos do acido de meldrum ? aplicacoes como ligantes em processos eletroquimicos e cataliticos.,NEIDE QUEIROZ,ANTONIA LUCIA DE SOUZA
geometria diferencial e suas aplicacoes,JOAO MARCOS BEZERRA DO O,AURELIO MENEGON NETO
projeto e construcao de superficies seletivas absorvedoras para coletores solares,JOAO ALVES DE LIMA,RODINEI MEDEIROS GOMES
por que nao falamos dos povos indigenas?,ELIO CHAVES FLORES,PRISCILLA GONTIJO LEITE
o ensino de neurofisiologia no ciclo basico: desafios e invencoes,MONICA DIAS PALITOT,MARIA DAS GRAI? 1/2 AS DE ALMEIDA BAPTISTA
avaliacao da ansiedade em profissionais de nivel superior dos centros de atencao psicossocial (caps) da paraiba,JAEL RUBIA FIGUEIREDO DE SA FRANCA,LUANA RODRIGUES DE ALMEIDA
analise retorica dos direitos humanos,GISCARD FARIAS AGRA,ADRIANA DIAS VIEIRA
a construcao social da legalidade na administracao publica federal: direito e desenvolvimento no brasil,SABRINA DE MELO CABRAL,STEPHANIE INGRID SOUZA BARBOZA
abolicionismo e direitos (dos) animais: para um estatuto juridico nao-especista,ROBSON ANTAO DE MEDEIROS,MARIA LUIZA PEREIRA DE ALENCAR MAYER FEITOSA
estudo do impacto da psoriase na qualidade de vida em pacientes infantis e adolescentes,MAURUS MARQUES DE ALMEIDA HOLANDA,LEINA YUKARI ETTO
a identidade e a pratica profissional do psicologo escolar / educacional frente a regulamentacao da atividade do psicopedagogo.,FABIOLA DE SOUSA BRAZ AQUINO,HENRIQUE JORGE SIMOES BEZERRA
producao de biossurfactantes utilizando substratos nao convencionais,MARTA MARIA DA CONCEICAO,ENEAS RICARDO DE MORAIS GOMES
refletindo sobre os modos de operar do programa escola ze peao no combate ao analfabetismo,JEANE FELIX DA SILVA,ERENILDO JOAO CARLOS
aproveitamento de residuos agroindustriais como substrato para producao de enzimas microbianas,KRISTERSON REINALDO DE LUNA FREIRE,ENEAS RICARDO DE MORAIS GOMES
"ligas cu-al-be com memoria de forma e elevada histerese: obtencao, propriedades e aplicacao.",TIBERIO ANDRADE DOS PASSOS,MARIA ROSEANE DE PONTES FERNANDES
"impacto da idade sobre a integracao dos componentes da memoria episodica: o que, onde e quando",SUELLEN MARY MARINHO DOS SANTOS ANDRADE,NELSON TORRO ALVES
doce veneno: uma abordagem de marketing social para o consumo de bebidas acucaradas por adolescentes,SABRINA DE MELO CABRAL,JAMES BATISTA VIEIRA
triagem auditiva realizada na escola de educacao basica ufpb,GIORVAN ANDERSON DOS SANTOS ALVES,ANNA ALICE FIGUEIREDO DE ALMEIDA
estoques de carbono na floresta atlantica paraibana: o papel desempenhado pela perturbacao antropica e atributos funcionais das comunidades vegetais,VENIA CAMELO DE SOUZA,ALAN LOURES RIBEIRO
avaliacao do patrimonio gastronomico inserido no programa nacional de alimentacao escolar,ELISANDRA COSTA ALMEIDA,MARCIANE MAGNANI
"efeito da adicao de lactobacillus acidophilus (la-05) sobre a qualidade de bebida tipo smoothie de manga, maracuja e gengibre.",SOLANGE DE SOUSA,RICARDO TARGINO MOREIRA
atualizacao e desenvolvimento de softwares e produtos em neurociencia visual,MIRIAN GRACIELA DA SILVA STIEBBE SALVADORI,LIANA CLEBIA DE MORAIS PORDEUS
"obtencao de extrato bruto, atividade antimicrobiana e quantificacao de proteinas de bacterias laticas isoladas de queijos de coalho",DARLENE CAMATI PERSUHN,TATIANE SANTI GADELHA
desenvolvimento de materiais alcalinamente ativados para mitigacao da reacao alcali-agregado,SANDRO MARDEN TORRES,DANNIEL FERREIRA DE OLIVEIRA
inovacao em tecnologias para educacao baseadas em realidade virtual e serious games,IGUATEMI EDUARDO DA FONSECA,ED PORTO BEZERRA
producao de tio2 dopado com terras raras e uso na fotocatalise solar,VERUSCKA ARAUJO SILVA,CARLOS ALBERTO BISPO DE SOUSA
obtencao e caracterizacao de peptideos bioativos derivados de cristas e barbelas de frango,ELISANDRA COSTA ALMEIDA,NOADIA PRISCILA ARAUJO RODRIGUES
mn-porfirinas como moduladores redox de interesse biotecnologico,MRCIA REJANE SANTOS DA SILVA,ERCULES EPAMINONDAS DE SOUSA TEOTONIO
descricao dos achados audiologicos e do desenvolvimento global dos bebes nascidos com indicador de risco para a deficiencia auditiva apos surto de microcefalia em joao pessoa,ANNA ALICE FIGUEIREDO DE ALMEIDA,LEANDRO DE ARAUJO PERNAMBUCO
caracterizacao do efeito do liofilizado do extrato hidroalcoolico da casca da raiz de dioclea grandiflora sobre a funcao eretil de ratos,REINALDO NOBREGA DE ALMEIDA,MARIA DO SOCORRO DE FRANCA SILVA
potencial do carvacrol em promover mecanismos de reparo na funcao endotelial,CICERO FRANCISCO BEZERRA FELIPE,MARIA DO SOCORRO DE FRANCA SILVA
"produtos inovadores aplicados a criacao, manejo e pesquisa com peixe-zebra (danio rerio)",KRISTERSON REINALDO DE LUNA FREIRE,VALDIR DE ANDRADE BRAGA
identificacao de peptideos bioativos presentes no soro do leite de cabra,CARLOS ALBERTO DE ALMEIDA GADELHA,DARLENE CAMATI PERSUHN
oleo de urucum - funcao tecnologica em embalagens ativas biodegradaveis,CARLOS ROBERTO MARINHO DA SILVA FILHO,INGRID CONCEICAO DANTAS GUERRA
redes de sensores sem fio aplicadas a automacao residencial e industrial,KLEBER CARNEIRO DE OLIVEIRA,WASLON TERLLIZZIE ARAUJO LOPES
enriquecimento de produtos da agricultura familiar com nutrientes encapsulados,NOADIA PRISCILA ARAUJO RODRIGUES,IRIS BRAZ DA SILVA ARAUJO
desenvolvimento de queijo tipo reino funcional: reducao de sodio e de gordura e incorporacao de probioticos,SOLANGE DE SOUSA,ADRIANA MARIA FERNANDES DE OLIVEIRA GOLZIO
producao de xilitol a partir do hidrolisado do sisal,ENEAS RICARDO DE MORAIS GOMES,DAVI FELIPE FARIAS
pesquisa da potencial terapeutico da creolina (pearson) na reversao de acidentes ofidicos em bovinos e ratos,DANILA BARREIRO CAMPOS,SARA VILAR DANTAS SIMOES
"novos polimeros de coordenacao com ions lantanideos (tb3+ e dy3+) e 2,5-dicetopiperazinas como catalisadores de reacoes organicas",ERCULES EPAMINONDAS DE SOUSA TEOTONIO,ARY DA SILVA MAIA
formulacoes de oleos comestiveis com porporcoes adequadas em acidos graxos poli-insaturados para uso como alimento nutraceutico,MARCUS TULLIUS SCOTTI,PETRONIO FILGUEIRAS DE ATHAYDE FILHO
desenvolvimento de madeira plastica a partir da mistura de residuos plasticos com residuos lignocelulosicos regionais,MARCAL ROSAS FLORENTINO LIMA FILHO,RENATE MARIA RAMOS WELLEN
otimizacao da extracao de colageno e peptideos a partir de um subproduto do abate de frangos: cartilagem do osso da quilha,ANGELA MARIA TRIBUZY DE MAGALHAES CORDEIRO,GRACIELE DA SILVA CAMPELO BORGES
"efeito da intensidade do uso da terra e heterogeneidade da paisagem em prestacao de servicos ecossistemicos no estuario do rio paraiba, extremo oriental das americas",IVAN TARGINO MOREIRA,MARCIA CRISTINA SILVA PAIXAO
determinacao de foco em imagens padrao icao,VIVEK NIGAM,AYLA DEBORA DANTAS DE SOUZA REBOUCAS
perfil de prescricoes de medicamentos fitoterapicos no centro de praticas integrativas e complementares equilibrio do ser - pb,VICENTE CARLOS DE OLIVEIRA COSTA,JOSE MARIA BARBOSA FILHO
perfil sociodemografico e clinico de individuos portadores de hiv/aids em hospital de referencia no municipio de joao pessoa - pb,MARGARETH DE FATIMA FORMIGA MELO DINIZ,HEMERSON IURY FERREIRA MAGALHAES
perfil de idosos com sintomas depressivos em uma unidade basica de sape,NATANAEL ANTONIO DOS SANTOS,MIRIAN GRACIELA DA SILVA STIEBBE SALVADORI
"fisiologia, qualidade e potencial de mercado de cultivares de abacaxi introduzidas na paraiba",LAESIO PEREIRA MARTINS,THIAGO JARDELINO DIAS
conteudos introdutorios do livro didatico de filosofia e os desafios da pergunta: para que filosofia?,EDUARDO JORGE LOPES DA SILVA,CHARLITON JOSE DOS SANTOS MACHADO
blendas de phb/pebd: biodegradacao e envelhecimento termico,MARCAL ROSAS FLORENTINO LIMA FILHO,SANDRO MARDEN TORRES
l- glutamina e l-acido glutamico em dietas simples e complexas para leitoes desmamados,JOSE JORDAO FILHO,CARLA GISELLY DE SOUZA
caracterizacao fisica e sedimentologica dos depositos de aquiferos aluviais em bacia semiarida - sao joao do tigre/pb,JOEL SILVA DOS SANTOS,CAMILA CUNICO
absorvedores seletivos a base de filmes de maa e crxoy,ITAMARA FARIAS LEITE,RENATE MARIA RAMOS WELLEN
analise do potencial terapeutico de produtos naturais e/ou sinteticos bioativos em corpo cavernoso de rato,DAMIAO PERGENTINO DE SOUSA,MARIA DE FATIMA VANDERLEI DE SOUZA
"neuroestimulacao aplicada a fibromialgia (neurofibro):ensaio clinico, duplo-cego, controlado",ANTONIO GERALDO CIDRAO DE CARVALHO,VALERIA LEITE SOARES
analise do potencial terapeutico de produtos naturais e/ou sinteticos bioativos sobre doencas cardiovasculares,VICENTE CARLOS DE OLIVEIRA COSTA,BARBARA VIVIANA DE OLIVEIRA SANTOS
"morfometria, produtividade e controle alternativo da cochonilha de escamas (diaspis echinocacti) da palma forrageira sob diferentes adubacoes organicas e densidades de plantio",ALBERICIO PEREIRA DE ANDRADE,EDSON MAURO SANTOS
estudo fitoquimico com fins farmacologicos de pavonia glazioviana gurke (malvaceae),LEONIA MARIA BATISTA,ISLANIA GISELIA ALBUQUERQUE GONCALVES
construcao e validacao de teste de associacao implicita para esquemas iniciais desadaptativos em amostra clinica e nao clinica,CARLA ALEXANDRA DA SILVA MOITA MINERVINO,BERNARDINO FERNANDEZ CALVO
acao para a saude,IRAQUITAN DE OLIVEIRA CAMINHA,MARIA DO SOCORRO CIRILO DE SOUSA
epidemiologia da hanseniase: a hanseniase ainda perdura na paraiba?,ALESSANDRA SOUSA BRAZ CALDAS DE ANDRADE,ESTHER BASTOS PALITOT
avaliacao do efeito de substancias naturais e sinteticas no tratamento de rinite alergica experimental.,CLAUDIA COUTINHO NOBREGA,CRISTIANO BONNEAU
avaliacao do risco de violencia em reeducandos de presidios paraibanos,JULIO RIQUE NETO,THIAGO ANTONIO AVELLAR DE AQUINO
a precarizacao do trabalho docente nos cursos do pronatec vinculados ao colegio agricola vidal de negreiros / campus iii /bananeiras/pb: uma analise de caso.,MARIA DO SOCORRO XAVIER BATISTA,ERENILDO JOAO CARLOS
obtencao de oxido de zinco atraves do metodo hidrotermico assistido por micro-ondas para aplicacao como catalisador na obtencao do biodiesel,RENATE MARIA RAMOS WELLEN,HEBER SIVINI FERREIRA
a construcao social da transparencia: um estudo sobre a experiencia moral de combate a corrupcao nas praticas de auditoria publica,MARCELA ZAMBONI LUCENA,TERESA CRISTINA FURTADO MATOS
principais influencias antropogenicas nas  caracteristicas do material particulado atmosferico,WILLIAME FARIAS RIBEIRO,WALLACE DUARTE FRAGOSO
sensores eletroquimicos a base de porfirinas,ILDA ANTONIETA SALATA TOSCANO,WALLACE DUARTE FRAGOSO
desenvolvimento de um ambiente para simulacao distribuida de sistemas embarcados complexos e heterogeneos,TIAGO PEREIRA DO NASCIMENTO,ED PORTO BEZERRA
generalizacao de ideais de operadores caracterizados por transformacoes de sequencias,JOEDSON SILVA DOS SANTOS,UBERLANDIO BATISTA SEVERO
"representacoes, crencas  e preconceitos frente a depressao: um estudo com adolescentes",CARLOS EDUARDO PIMENTEL,MARIA DE FATIMA PEREIRA ALBERTO
implementando a agenda do desenvolvimento da ompi: a estrategia brasileira de transversalizacao dos principios da agenda e a resistencia norte-americana.,HENRY IURE DE PAIVA SILVA,ALINE CONTTI CASTRO
a alfabetizacao matematica no contexto de letramento,NILVANIA DOS SANTOS SILVA,MARIA DAS GRAI? 1/2 AS DE ALMEIDA BAPTISTA
modelagem hidrossedimentologica em regioes criticas,RICARDO ALMEIDA DE MELO,HEBER PIMENTEL GOMES
projeto e desenvolvimento de um sistema colaborativo para apoiar o processo de alfabetizacao de jovens e adultos,TIAGO PEREIRA DO NASCIMENTO,LEONARDO VIDAL BATISTA
fenologia e atributos funcionais reprodutivos de pogonophora schomburgkiana miers ex benth. (euphorbiaceae) em area de mata atlantica no nordeste brasileiro.,REINALDO FARIAS PAIVA DE LUCENA,FELIPE WARTCHOW
analisadores eletronicos pela polarizacao dipolar para laboratorios e processos,NATASHA CORREIA QUEIROZ LINO,MARCIO RODRIGO DE ARAUJO SOUZA
avaliacao do efeito imunomodulador de cissampelos sympodialis eichl. (menispermaceae) e alcaloides isolados na relacao entre a resposta alergica das vias aereas e sintomas de ansiedade em modelo experimental de asma.,VICENTE CARLOS DE OLIVEIRA COSTA,ISLANIA GISELIA ALBUQUERQUE GONCALVES
mapeamento dos macroprocessos logisticos em um porto publico localizado no nordeste do brasil,MARIA DE LOURDES BARRETO GOMES,CLAUDIA FABIANA GOHR
"purificacao, caracterizacao e atividade biologica de lectinas presentes em vegetais",CARLOS ALBERTO DE ALMEIDA GADELHA,DARLENE CAMATI PERSUHN
investigando ondas gama e teta: caracteristicas relacionadas a memoria de curto e longo prazo,CARLA ALEXANDRA DA SILVA MOITA MINERVINO,BERNARDINO FERNANDEZ CALVO
informatica como instrumento educacional e de comunicacao,MARCKSON ROBERTO FERREIRA DE SOUSA,EMEIDE NOBREGA DUARTE
aplicacoes de quasicristais na industria de petroleo,MARIA ROSEANE DE PONTES FERNANDES,DANIELLE GUEDES DE LIMA CAVALCANTE
estudo pre-clinico da acao de flavonoide isolado de plantas do nordeste brasileiro sobre a reatividade vascular e atividade agregante de plaquetas,REINALDO NOBREGA DE ALMEIDA,CICERO FRANCISCO BEZERRA FELIPE
estudo da transferencia de massa liquido-gas em sistema disperso de microbolhas num escoamento de microcanais,FABIOLA DIAS DA SILVA CURBELO,GENARO ZENAIDE CLERICUZI
criacao de municipios na paraiba: da fragmentacao do territorio a (re)producao de novos espacos de poder,SERIOJA RODRIGUES CORDEIRO MARIANO,SOLANGE PEREIRA DA ROCHA
"politica de dividendos, assimetria de informacao e fraudes no mercado brasileiro de capitais",RENATA PAES DE BARROS CAMARA,WENNER GLAUCIO LOPES LUCENA
estudo farmacologico de plantas medicinais das familias malvaceae e burseraceae,MARIANNA VIEIRA SOBRAL CASTELLO BRANCO,BAGNOLIA ARAUJO DA SILVA
compositos de matriz polimerica reforcados com quasicristais al-cu-fe,DANNIEL FERREIRA DE OLIVEIRA,DANIELLE GUEDES DE LIMA CAVALCANTE
resgate do processo historico e cultural dos municipios paraibanos,TIAGO BERNARDON DE OLIVEIRA,PAULO GIOVANI ANTONINO NUNES
compositos ni-nbc produzidos via metalurgia do po,DANNIEL FERREIRA DE OLIVEIRA,DANIELLE GUEDES DE LIMA CAVALCANTE
isolamento de moleculas bioativas oriundas de organismos marinhos do litoral nordestino,LEONIA MARIA BATISTA,JOSE MARIA BARBOSA FILHO
farelo de amendoim em substituicao ao farelo de soja na dieta de vacas,JULIANA SILVA DE OLIVEIRA,TEREZINHA DOMICIANO DANTAS MARTINS
a construcao do campo da cultura visual na area da educacao: o estado do conhecimento no brasil entre 2005-2015.,ADRIANA FERNANDES,ALICE LUMI SATOMI
"efeitos do ndbp, um novo doador de no, na aterosclerose experimental",GICIANE CARVALHO VIEIRA,VINICIUS JOSE BACCIN MARTINS
estudo e implementacao de avaliadores de treinamento para simuladores baseados em realidade virtual.,RODRIGO BERNARDO DA SILVA,HEMILIO FERNANDES CAMPOS COELHO
estudo fitoquimico com fins farmacologicos de waltheria viscosissima a.st. hil (malvaceae),DAMIAO PERGENTINO DE SOUSA,JOSE MARIA BARBOSA FILHO
efeito de cianobacterias isoladas do litoral da paraiba nas respostas de defesa da ostra crassostrea gasar,IAN PORTO GURGEL DO AMARAL,MARINO EUGENIO DE ALMEIDA NETO
a respiracao em foco,ISABELLE CAHINO DELGADO,ANNA ALICE FIGUEIREDO DE ALMEIDA
medicao de velocidade de vento utilizando transdutores ultrassonicos baseado em tecnicas de fusao de dados,EULER CASSIO TAVARES DE MACEDO,ALEXSANDRO JOSE VIRGINIO DOS SANTOS
avaliacao do biofertilizante liquido sobre bioecologia de insetos fitofagos em tangerineiras (citrus reticulata),JACINTO DE LUNA BATISTA,CARLOS HENRIQUE DE BRITO
agroindex - indicadores de desenvolvimento da agricultura familiar agroecologica: uma aplicacao nas comunidades no territorio da borborema-pb,LUIZ BUENO DA SILVA,MONICA CARVALHO
pedofilia: uma explicacao a partir de variaveis explicitas e implicitas,SILVANA CARNEIRO MACIEL,ANA RAQUEL ROSAS TORRES
desenvolvimento de materiais refratarios,LUCINEIDE BALBINO DA SILVA,LISZANDRA FERNANDA ARAUJO CAMPOS
"as forcas armadas brasileiras no cenario estrategico do seculo xxi: transformacao, modernizacao ou adaptacao?",HENRIQUE ZEFERINO DE MENEZES,MARCOS ALAN SHAIKHZADEH VAHDAT FERREIRA
desenvolvimento numerico e experimental de uma central de ar condicionado por adsorcao,RAIMUNDO APRIGIO DE MENEZES JUNIOR,JOSE MAURICIO ALVES DE MATOS GURGEL
desenvolvimento de materiais para conversao de energia,POLLYANA CAETANO RIBEIRO FERNANDES,MAX ROCHA QUIRINO
desenvolvimento de colchao lavador a base de microemulsoes para remocao de fluidos de perfuracao de petroleo,NATALY ALBUQUERQUE DOS SANTOS,RAUL ROSENHAIM
obtencao de um fluido de perfuracao de petroleo a base de glicerina,NATALY ALBUQUERQUE DOS SANTOS,RAUL ROSENHAIM
secagem de residuos agroindustriais,SHARLINE FLORENTINO DE MELO SANTOS,VERUSCKA ARAUJO SILVA
hidrolise enzimatica de residuos lignocelulosicos pre-tratados,VIVIAN STUMPF MADEIRA,ARIOSTON ARAUJO DE MORAIS JUNIOR
