Projeto:,Avaliador 1:,Avaliador 2:
estudo de inibidores de proteases em sementes de plantas nativas e cultivadas no nordeste brasileiro,TATIANE SANTI GADELHA,CLAYTON ZAMBELI OLIVEIRA
preparacao de silica mesoporosa organofuncionalizada e adsorcao de cations metalicos de solucoes,FERNANDO JOSE VOLPI EUSEBIO DE OLIVEIRA,JULIO SANTOS REBOUCAS
aplicacoes de metodos de calibracao de ordem superior e resolucao multivariada de curvas,MARIO CESAR UGULINO DE ARAUJO,MARIA BETANIA HERMENEGILDO DOS SANTOS
efeito de compostos bioativos sobre correntes ionicas de neuronios do ganglio da raiz dorsal (drg),FABIOLA DA CRUZ NUNES,ROBERTO SASSI
avaliacao pre-clinica com enfase na atividade antinociceptiva de analogos do eugenol em camundongos,LUIS FERNANDO MARQUES DOS SANTOS,ANNE EVELYNE FRANCO DE SOUZA
estudo de metodos numericos aplicados a analise de estruturas,ABEL CAVALCANTE LIMA FILHO,SIMPLICIO ARNAUD DA SILVA
desempenho de matrizes cimenticias frente a reacao alcali-agregado,DANIELLE GUEDES DE LIMA CAVALCANTE,KELLY CRISTIANE GOMES DA SILVA
controle de qualidade no processamento de frutiferas nativas no estado da paraiba,JOAO ANDRADE DA SILVA,ELISANDRA COSTA ALMEIDA
levantamento da utilizacao do metodo das unidades de esforco de producao (ueps) para a gestao da producao,KELLEN DA SILVA COELHO,RENATA FRANCISCO BALDANZA
inventario de satisfacao das necessidades basicas: evidencia de validade e precisao,JOSEMBERG MOURA DE ANDRADE,CARMEN WALENTINA AMORIM GAUDENCIO BEZERRA
o impacto dos jogos virtuais em comportamentos pro e antissociais,SILVANA CARNEIRO MACIEL,FABIOLA DE SOUSA BRAZ AQUINO
reciprocidade e saliencia de mortalidade: uma interface com os valores humanos,CARLOS EDUARDO PIMENTEL,SILVANA CARNEIRO MACIEL
valores humanos e teoria do gerenciamento do terror: implicacoes sobre o desempenho de comportamentos pro-sociais,CARLOS EDUARDO PIMENTEL,ANA ALAYDE WERBA SALDANHA PICHELLI
avaliacao dos processos hidrossedimentologicos em bacias experimental e representativa na paraiba,HENRIQUE ELIAS PESSOA GUTIERRES,CHRISTIANNE MARIA MOURA REIS
analise dos acidentes toxicos no municipio de joao pessoa,CARLOS ALBERTO DE ALMEIDA GADELHA,TATIANE SANTI GADELHA
uma leitura da linguagem dos enunciados em charges de regis soares,MARIA DEL PILAR ROCA ESCALANTE,ALVANIRA LUCIA DE BARROS
estudo citogenetico em hortalicas,NAILA FRANCIS PAULO DE OLIVEIRA,ANA EMILIA BARROS E SILVA
"selecao de fungos isolados de um sistema agroflorestal, para uso no controle biologico de insetos-praga na agricultura e na pecuaria do nordeste brasileiro",DANIELA PRISCILA MARCHI SALVADOR,JANINE MARTA COELHO RODRIGUES
literatura e quadrinhos: confluencias semioticas,KARINA CHIANCA VENANCIO,FABIO DE SOUSA DANTAS
dialogos da cultura: codigos da violencia na literatura ocidental,SOCORRO DE FATIMA PACIFICO BARBOSA,FABIO DE SOUSA DANTAS
"presencas do outro: literatura, cultura e subjetividade",GENILDA ALVES DE AZEREDO,FABIO DE SOUSA DANTAS
superficies seletivas absorvedoras aplicadas a coletores solares para operacao em medias e altas temperaturas,JOAO ALVES DE LIMA,RODINEI MEDEIROS GOMES
mapeamento da qualidade do ar da  cidade  de joao pesso,SILMAR ANDRADE DO MONTE,ELIZETE VENTURA DO MONTE
o ensino de linguas estrangeiras e o uso de documentos autenticos,EXPEDITO FERRAZ JUNIOR,SOCORRO DE FATIMA PACIFICO BARBOSA
diversidade das macroalgas marinhas nos ambientes recifais costeiros no estado da paraiba: estrutura dinamica e composicao das especies como base para indicacao do estado de conservacao.,LUCIANA GOMES BARBOSA,VENIA CAMELO DE SOUZA
a interculturalidade na oralidade,MARLUCE PEREIRA DA SILVA,FABIO ALEXANDRE SILVA BEZERRA
determinacao de alguns parametros fisicos de um fluido de perfuracao de petroleo,NATALY ALBUQUERQUE DOS SANTOS,RAUL ROSENHAIM
uma proposta de avaliacao da eficiencia produtiva de 5 departamentos de estatistica de universidades da regiao nordeste do brasil utilizando o metodo de analise envoltoria de dados (dea),EUFRASIO DE ANDRADE LIMA NETO,HEMILIO FERNANDES CAMPOS COELHO
sintese de compostos heterociclicos com potencial farmacologico,RODRIGO CRISTIANO,ANTONIA LUCIA DE SOUZA
"uma nova metodologia para a deteccao de analises quimicas, baseada em filmes digitais e correlacao de pearson, usando um analisador fluxo-batelada.",MARCIO JOSE COELHO DE PONTES,MARIO CESAR UGULINO DE ARAUJO
analise multivariada de dados eletroquimicos,ILDA ANTONIETA SALATA TOSCANO,EDVAN CIRINO DA SILVA
analise da abordagem da geomorfologia nos estudos de impacto ambiental (eias) e relatorios de impacto ambiental (rimas) no estado da paraiba,RICHARDE MARQUES DA SILVA,CHRISTIANNE MARIA MOURA REIS
"dinamica costeira do litoral do municipio de cabedelo, paraiba",RICHARDE MARQUES DA SILVA,HENRIQUE ELIAS PESSOA GUTIERRES
bioprospeccao de produtos naturais e sinteticos com atividade moduladora sobre canais ionicos em musculatura lisa de aorta de rato,ISLANIA GISELIA ALBUQUERQUE GONCALVES,MARIA DO SOCORRO DE FRANCA SILVA
bioprospeccao de produtos naturais obtidos de solanum paludosum moric. e lippia microphylla cham. com potencial atividade vasorrelaxante em corpo cavernoso e arteria pulmonar de rato,MARIANNA VIEIRA SOBRAL CASTELLO BRANCO,DIEGO NUNES GUEDES
modelagem de dados simbolicos de natureza intervalar,TATIENE CORREIA DE SOUZA,HEMILIO FERNANDES CAMPOS COELHO
estudos de genetica de populacoes e genetica da conservacao da herpetofauna da america do sul,ZELMA GLEBYA MACIEL QUIRINO,VENIA CAMELO DE SOUZA
avaliacao de produtos naturais e sinteticos bioativos sobre a reatividade do corpo cavernoso de ratos nao obesos e obesos,MARIANNA VIEIRA SOBRAL CASTELLO BRANCO,DIEGO NUNES GUEDES
avaliacao do potencial mineral de pegmatitos contidos no grupo serido utilizando a topografia como ferramenta  de apoio a pesquisa mineral,WALDIR LEITE ROQUE,LUCIANA ANDRADE DOS PASSOS
concepcao de circuitos integrados analogicos com baixo consumo de energia,CICERO DA ROCHA SOUTO,KLEBER CARNEIRO DE OLIVEIRA
estudo de conversores cc-cc nao isolados de alto ganho e alto rendimento,NADY ROCHA,FABIANO SALVADORI
estudo da extracao de elementos de terras raras,FLAVIO LUIZ HONORATO DA SILVA,VERUSCKA ARAUJO SILVA
estudo da secagem do ovo em camada de espuma (foam-mat drying),MERCIA MELO DE ALMEIDA MOTA,LEOPOLDO OSWALDO ALCAZAR ROJAS
desidratacao osmotica de frutas regionais,FLAVIO LUIZ HONORATO DA SILVA,SHARLINE FLORENTINO DE MELO SANTOS
producao de celulases e xilanases por fungos isolados do solo da industria sucroalcooleira pelo cultivo semissolido,FLAVIO LUIZ HONORATO DA SILVA,JOSILENE DE ASSIS CAVALCANTE
desenvolvimento de um sistema de colchao lavador para remocao de fluidos de perfuracao nao aquosos,RENNIO FELIX DE SENA,RAUL ROSENHAIM
monitoramento da recuperacao ambiental do antigo lixao do roger,TARCISO CABRAL DA SILVA,GILSON BARBOSA ATHAYDE JUNIOR
impacto do fumo no padrao de metilacao de dna,ADNA CRISTINA BARBOSA DE SOUSA,ANA EMILIA BARROS E SILVA
fotocatalise solar: aplicacao no tratamento de efluentes recalcitrantes,ADRIANO ROLIM DA PAZ,CARMEM LUCIA MOREIRA GADELHA
gestao sustentavel da agua: alternativas de descontaminacao de efluentes com vistas ao reuso de agua.,ADRIANO ROLIM DA PAZ,CARMEM LUCIA MOREIRA GADELHA
projeto de produto: dispositivos auxiliares para bocha paralimpica,CLAUDIA FABIANA GOHR,LUIZ BUENO DA SILVA
identificacao de potencialidades do transporte cicloviario em areas urbanas,TIBERIO ANDRADE DOS PASSOS,JOSEILME FERNANDES GOUVEIA
analise do uso de curativos inteligentes no tratamento de lesoes cutaneas na pratica da atencao basica de saude,ANA MARIA GONDIM VALENCA,JOAO EUCLIDES FERNANDES BRAGA
"analise da concordancia entre as formulas de cockcroft-gault, mdrd simplificada, ckd-epi e bis-1 na avaliacao da funcao renal em pacientes hipertensos e diabeticos de um hospital-escola",RILVA LOPES DE SOUSA MUNOZ,MONICA SOUZA DE MIRANDA HENRIQUES
qualidade de vida dos cuidadores de pacientes portadores de insuficiencia renal cronica em tratamento dialitico,JULIANA SOUSA SOARES DE ARAUJO,FLAVIA CRISTINA FERNANDES PIMENTA
satisfacao do paciente idoso e de seu cuidador com a internacao em enfermarias de clinica medica de um hospital universitario,ROSALIA GOUVEIA FILIZOLA,JADER FREIRE SOBRAL FILHO
"doenca pulmonar obstrutiva cronica, memoria e deficit cognitivo",ROSALIA GOUVEIA FILIZOLA,CRISTIANNE DA SILVA ALEXANDRE
caracteristica clinica e epidemiologica da acne mecanica nos violinistas das orquestras de joao pessoa - pb,ALESSANDRA SOUSA BRAZ CALDAS DE ANDRADE,CRISTIANNE DA SILVA ALEXANDRE
"fenologia da dispersao, tipologia dos frutos e dispersores das especies de rubiaceae presentes na reserva biologica guaribas",COSME RAFAEL MARTINEZ SALINAS,RUBENS TEIXEIRA DE QUEIROZ
avaliacao do sono em estudantes de medicina da universidade federal da paraiba,LUCIO ROBERTO CANCADO CASTELLANO,MONICA SOUZA DE MIRANDA HENRIQUES
anormalidades arteriais e venosas em malformacoes craniocervicais,ALESSANDRA SOUSA BRAZ CALDAS DE ANDRADE,JADER FREIRE SOBRAL FILHO
analise dos niveis sericos de 25-hidroxivitamina d [25(oh)d] em pacientes com neoplasias.,ALESSANDRA SOUSA BRAZ CALDAS DE ANDRADE,ESTHER BASTOS PALITOT
estudo epidemiologico da prevalencia de artrite psoriasica na infancia,MAURUS MARQUES DE ALMEIDA HOLANDA,FATIMA MARIA MACEDO DOS SANTOS
estudo epidemiologico da prevalencia de psoriase pediatrica,EUTILIA ANDRADE MEDEIROS FREIRE,JOSE EYMARD MORAES DE MEDEIROS FILHO
psoriase e disfuncao ventricular - estudo caso-controle,EUTILIA ANDRADE MEDEIROS FREIRE,JULIANA SOUSA SOARES DE ARAUJO
sindrome do por do sol e sintomatologia depressivo-ansiosa em idosos hospitalizados,MAURUS MARQUES DE ALMEIDA HOLANDA,CRISTIANNE DA SILVA ALEXANDRE
avaliacao da qualidade de vida de pacientes portadores de doenca inflamatoria intestinal em ambulatorio de nivel terciario,LUCIO ROBERTO CANCADO CASTELLANO,JADER FREIRE SOBRAL FILHO
carcinoma hepatocelular:  analise epidemiologica e clinica em hospitais de referencia na cidade de joao pessoa/pb,JOSE SOARES DO NASCIMENTO,MAURUS MARQUES DE ALMEIDA HOLANDA
analise quantitativa de recidiva em pacientes com pterigio submetidos a exerese com uso de cola biologica de fibrina em hospital universitario do nordeste brasileiro,JOSE SOARES DO NASCIMENTO,GILKA PAIVA OLIVEIRA COSTA
sorgo sacarino (sorghum bicolor l.): inoculacao com bacterias diazotroficas e promotores de crescimento sob os estresses abioticos,ZELMA GLEBYA MACIEL QUIRINO,MANOEL BANDEIRA DE ALBUQUERQUE
deteccao precoce e prevencao da ambliopia em pre-escolares da rede de ensino municipal de joao pessoa/pb,JOSE SOARES DO NASCIMENTO,GILKA PAIVA OLIVEIRA COSTA
abordagens propedeuticas e terapeuticas previas as histerectomias realizadas no hospital universitario,JOSE SOARES DO NASCIMENTO,HAROLDO DE LUCENA BEZERRA
saude sexual de mulheres lupicas atendidas em hospital de referencia para tratamento de lupus eritematoso sistemico,CLAUDIO SERGIO MEDEIROS PAIVA,EDUARDO SERGIO SOARES SOUSA
avaliacao de metodos de deteccao da lesao cariosa na superficie oclusal de pre-molares e molares permanentes com fissura pigmentada,ANDRE ULISSES DANTAS BATISTA,MARIA SUELI MARQUES SOARES
"a influencia do padrao respiratorio no padrao craniofacial, na morfologia mandibular e maxilar",LUCIO ROBERTO CANCADO CASTELLANO,DAYANE FRANCO BARROS MANGUEIRA LEITE
transtornos alimentares em universitarios,FABIOLA GALBIATTI DE CARVALHO CARLO,ANA MARIA GONDIM VALENCA
perfil de saude bucal de gestantes atendidas em unidades de saude do municipio de joao pessoa,PATRICIA MOREIRA RABELLO,WILTON WILNEY NASCIMENTO PADILHA
potencial fitoterapico do oleo essencial de psidium guajava linn. (goiabeira),ANDRESSA FEITOSA BEZERRA DE OLIVEIRA,ANDREA GADELHA RIBEIRO TARGINO
avaliacao de proposta de qualificacao de recursos humanos e programacao no programa saude da familia,PATRICIA MOREIRA RABELLO,ROBERTA MOREIRA FRANCA
alfabetizacao cientifica: ate onde entendemos a ciencia?,ANDRESSA FEITOSA BEZERRA DE OLIVEIRA,ROBERTA MOREIRA FRANCA
"a subfamilia papilionoideae (leguminosae) na mata do buraquinho, joao pessoa, paraiba - brasil",RITA BALTAZAR DE LIMA,MARIA DE FATIMA AGRA
derivados bromados potencialmente bioativos,JOSEAN FECHINE TAVARES,LEONIA MARIA BATISTA
toxicidade pre-clinica de schinus terebinthifolius raddi,MARGARETH DE FATIMA FORMIGA MELO DINIZ,NADJA DE AZEVEDO CORREIA
fatores relacionados a qualidade de vida de idosos cadastrados nas unidades de saude da familia.,SIMONE HELENA DOS SANTOS OLIVEIRA,PATRICIA SERPA DE SOUZA BATISTA
a gastronomia como produto turistico na cidade de cabaceiras-pb,EVANDRO LEITE DE SOUZA,ROBSON CAVALCANTE VERAS
perfil clinico-epidemiologico dos pacientes diagnosticados com hanseniase no brasil e na paraiba entre os anos de 2008 a 2012,JOELMA RODRIGUES DE SOUZA,KATIA SUELY QUEIROZ SILVA RIBEIRO
"avaliacao das redes de cuidado: quem pede, quem faz e quem usa",JAQUELINE BRITO VIDAL BATISTA,JANA LUIZA TOSCANO MENDES DE OLIVEIRA
"avaliacao dos servicos oferecidos por unidades da estrategia saude da familia segundo indicadores do pmaq-ab no municipio de caapora, paraiba",CLAUDIA HELENA SOARES DE MORAIS FREITAS,RICARDO DE SOUSA SOARES
"analise da auditoria em enfermagem em instituicoes hospitalares, operadoras de planos e servico de regulacao em saude no municipio de joao pessoa - pb",ALTAMIRA PEREIRA DA SILVA REICHERT,KATIA NEYLA DE FREITAS MACEDO
trabalhador da saude tambem adoece: qualidade de vida do trabalhador da atencao primaria a saude,JAQUELINE BRITO VIDAL BATISTA,JOAO EUCLIDES FERNANDES BRAGA
ansiedade em enfermeiros da atencao basica em um distrito sanitario no municipio de joao pessoa - pb,KATIA SUELY QUEIROZ SILVA RIBEIRO,JANA LUIZA TOSCANO MENDES DE OLIVEIRA
"estudo da flora da reserva biologica guaribas, litoral norte da paraiba (parte do projeto integrado diversidade floristica, conservacao e limites da floresta atlantica no nordeste do brasil)",RUBENS TEIXEIRA DE QUEIROZ,MARIA DE FATIMA AGRA
aplicacao dos modelos mistos nao lineares a estimacao volumetrica de eucaliptos,NEUSA COLLET,ANTONIO GIOVANNI BOAES GONCALVES
seguranca alimentar na merenda escolar: estrategias para o municipio de pitimbu-pb,MARCIANE MAGNANI,ELISANDRA COSTA ALMEIDA
adequacao da temperatura de refrigeracao em equipamentos destinados ao armazenamento de alimentos de origem animal.,GRACIELE DA SILVA CAMPELO BORGES,NOADIA PRISCILA ARAUJO RODRIGUES
"influencia da aplicacao do metodo de coccao por sous-vide nas caracteristicas fisico-quimicas, aromaticas e sensoriais em pernis de caprinos de descarte",JOAO PAULO DE SOUSA PRADO,ELISANDRA COSTA ALMEIDA
analise economica das regras e principios: intervencao judicial e incentivos para aplicacao cooperativa dos principios,ENOQUE FEITOSA SOBREIRA FILHO,GISCARD FARIAS AGRA
"entrecruzamentos entre trabalho, violencia, genero e sexualidade no exercicio da prostituicao",ADRIANA DIAS VIEIRA,NARBAL DE MARSILLAC FONTES
"ymyrapyta: ligas da memoria, verdade e justica",SVEN PETERKE,EDUARDO RAMALHO RABENHORST
analise economica das regras e principios no ambiente comercial internacional,ADRIANO MARTELETO GODINHO,BELINDA PEREIRA DA CUNHA
observatorio fundiario e ambiental da paraiba,MARIA LUIZA PEREIRA DE ALENCAR MAYER FEITOSA,MARLENE HELENA DE OLIVEIRA FRANCA
transparencia publica e gestao de risco,WENNER GLAUCIO LOPES LUCENA,ORLEANS SILVA MARTINS
morfoanatomia de orgaos vegetativos e reprodutivos de especies da familia apocynaceae de interesse economico,RUBENS TEIXEIRA DE QUEIROZ,RITA BALTAZAR DE LIMA
a politica nacional de protecao a vitimas e testemunhas ameacadas,WENNER GLAUCIO LOPES LUCENA,JOSE MANCINELLI LEDO DO NASCIMENTO
a utilizacao e aplicacao da contabilidade gerencial e de custos no processo de tomada de decisao,ORLEANS SILVA MARTINS,EDILSON PAULO
analise do uso de ferramentas computacionais tridimensionais no processo projetual,IVAN CAVALCANTI FILHO,ANGELINA DIAS LEAO COSTA
o conhecimento filosofico e o conceito nietzschiano de decadencia,ANDERSON DARC FERREIRA,ROBSON COSTA CORDEIRO
os pressupostos do aprendizado e os paradigmas da pesquisa filosofica no menon de platao,ROBSON COSTA CORDEIRO,MIGUEL ANTONIO DO NASCIMENTO
avaliacao psicologica de idosos institucionalizados: qualidade de vida e incidencia de transtornos afetivos e quadros demencial,CARMEN WALENTINA AMORIM GAUDENCIO BEZERRA,VALDINEY VELOSO GOUVEIA
promocao de comportamentos proativos em reeducandos que trabalham na secretaria de administracao penitenciaria (seap),JOSEMBERG MOURA DE ANDRADE,VALDINEY VELOSO GOUVEIA
promocao da saude mental em agentes de seguranca penitenciaria,LIANA CLEBIA DE MORAIS PORDEUS,THAIS AUGUSTA CUNHA DE OLIVEIRA MAXIMO
exclusao social de  doentes mentais,ANA RAQUEL ROSAS TORRES,MARIA DE FATIMA FERNANDES MARTINS CATAO
preconceito e dependencia quimica,CARLOS EDUARDO PIMENTEL,ANA ALAYDE WERBA SALDANHA PICHELLI
"morfoanatomia, histoquimica e etnomedicina da familia anacardiaceae no nordeste do brasil",RUBENS TEIXEIRA DE QUEIROZ,RITA BALTAZAR DE LIMA
processos atencionais e assertividade,NELSON TORRO ALVES,CARLA ALEXANDRA DA SILVA MOITA MINERVINO
consciencia fonologica: programa de intervencao em diversos contextos,NELSON TORRO ALVES,MELYSSA KELLYANE CAVALCANTI GALDINO
educao escolar primria na parahyba do norte: escolarizar para a civilidade e progresso social (1884-1886),ANTONIO CARLOS FERREIRA PINHEIRO,JEAN CARLO DE CARVALHO COSTA
a politica de seguranca energetica do brasil no contexto internacional,AUGUSTO WAGNER MENEZES TEIXEIRA JUNIOR,MARCOS ALAN SHAIKHZADEH VAHDAT FERREIRA
implementando a agenda do desenvolvimento da ompi: a estrategia brasileira de transversalizacao dos principios da agenda e a resistencia norte-americana.,MARCOS ALAN SHAIKHZADEH VAHDAT FERREIRA,THIAGO LIMA DA SILVA
o brasil no sistema internacional de cooperacao para o desenvolvimento,HENRIQUE ZEFERINO DE MENEZES,MARCOS ALAN SHAIKHZADEH VAHDAT FERREIRA
lingua portuguesa e ensino: reflexoes sobre os usos e funcoes,MARIA DEL PILAR ROCA ESCALANTE,JOAO WANDEMBERG GONCALVES MACIEL
estudos da traducao e a semiotica social: a representacao de atores sociais em corpus multilingue,REGINA CELI MENDES PEREIRA DA SILVA,FABIO ALEXANDRE SILVA BEZERRA
lingua latina: o ontem e o hoje dos manuais,EXPEDITO FERRAZ JUNIOR,GENILDA ALVES DE AZEREDO
narrativas fantasticas: entre a tradicao e a modernidade,EXPEDITO FERRAZ JUNIOR,SOCORRO DE FATIMA PACIFICO BARBOSA
sistematica de elasmobranquios neotropicais,MARCIO BERNARDINO DA SILVA,GLAUCIA MARQUES FREITAS RIBEIRO
(meta)ficcionalidade em narrativas literarias e filmicas,GENILDA ALVES DE AZEREDO,MARIA LUIZA TEIXEIRA BATISTA
o conto e a teoria da historia secreta,GENILDA ALVES DE AZEREDO,LUCIA FATIMA FERNANDES NOBRE
"corpo_trans_medium: imagens, sons, tecnologias",LUCIANA NODA,ERLON CHERQUE PINTO
avaliacao da funcao auditiva na sindrome de down,CIRINEU CECOTE STEIN,LEONARDO WANDERLEY LOPES
relacao dos sinais e sintomas da disfuncao temporomandibular e grau de ansiedade em adultos jovens,ANNA ALICE FIGUEIREDO DE ALMEIDA,WAGNER TEOBALDO LOPES DE ANDRADE
analise in vitro da atividade hemaglutinante de nanoparticulas de quitosana,ROSANGELA MARQUES DUARTE,ANA KARINA MACIEL DE ANDRADE
interatividade na televisao brasileira,LUIZ ANTONIO MOUSINHO MAGALHAES,MARCOS ANTONIO NICOLAU
producao de biossurfactantes utilizando substratos nao convencionais,ENEAS RICARDO DE MORAIS GOMES,FLAVIA DE OLIVEIRA PAULINO
"integracao dos dados de natureza fisiologica, perceptual, acustica e de autoavaliacao em pacientes disfonicos",CIRINEU CECOTE STEIN,GIORVAN ANDERSON DOS SANTOS ALVES
tipos celulares envolvidos na defesa do intestino delgado de marsupiais,RICARDO DE SOUZA ROSA,CELSO FEITOSA MARTINS
"biologia de nidificacao e comportamento de machos epicharis nigrita (apidae, centridini)",MARTIN LINDSEY CHRISTOFFERSEN,MIODELI NOGUEIRA JUNOR
avancos na producao de biodiesel a partir de oleos de microalgas: da bioprospeccao a implantacao de sistemas produtivos com minimizacao de impactos ambientais,VALDIR DE ANDRADE BRAGA,MARTA MARIA DA CONCEICAO
"participacao da angiotensina e dos radicais livres em areas do sistema nervoso central, envolvidas na hipertensao e na sensibilidade do barorreflexo",SILDIVANE VALCACIA SILVA,MARTA MARIA DA CONCEICAO
termografia e dinamometria como exames complementares na avaliacao diagnostica de ler/dort no ombro,JANINE MARTA COELHO RODRIGUES,HELEODORIO HONORATO DOS SANTOS
estudo dos fatores de risco para o desenvolvimento da ler/dort em microempresa do setor de costura,JANINE MARTA COELHO RODRIGUES,JOSE JAMACY DE ALMEIDA FERREIRA
direito de propriedade versus funcao social: entre as promessas formais e as demandas por concretizacao,GISCARD FARIAS AGRA,ROBERTO CORDOVILLE EFREM DE LIMA FILHO
analise da oscilacao corporal e atividade mioeletrica antes e apos a reconstrucao do ligamento cruzado anterior (lca),MARIA DE FATIMA ALCANTARA BARROS,JERONIMO FARIAS DE ALENCAR
determinacao do potencial biotecnologico da diversidade microbiana isolada em postos de venda de combustiveis automotores de joao pessoa-pb,MARTA MARIA DA CONCEICAO,ANDREA FARIAS DE ALMEIDA
dinamica populacional de roedores e marsupiais no extremo norte da mata atlantica,ZELMA GLEBYA MACIEL QUIRINO,ELAINE BERNINI
registro da assistencia de enfermagem: da formacao a operacionalizacao no servico,MARTA MIRIAM LOPES COSTA CUNHA,VALERIA PEIXOTO BEZERRA
cuidados paliativos e modelo calgary de avaliacao e intervencao na familia,SOLANGE FATIMA GERALDO DA COSTA,MARIA ELIANE MOREIRA FREIRE
inferencia sob planos amostrais de cadastro duplo,EUFRASIO DE ANDRADE LIMA NETO,ANA FLAVIA UZEDA DOS SANTOS MACAMBIRA
diversidade da ictiofauna marinha costeira do nordeste brasileiro,MIODELI NOGUEIRA JUNOR,ROBSON TAMAR DA COSTA RAMOS
hipotensao pos-exercicio induzida por jogo de videogame ativo,JORGE FERNANDO HERMIDA AVEIRO,PIERRE NORMANDO GOMES-DA-SILVA
avaliacao do perfil de medicamentos utilizados por pacientes idosos em um hospital escola,IONALDO JOSE LIMA DINIZ BASILIO,MARGARETH DE FATIMA FORMIGA MELO DINIZ
prognostico funcional e mortalidade de pacientes com traumatismo cranioencefalico admitidos em unidade de terapia intensiva,ESTHER BASTOS PALITOT,JOSE EYMARD MORAES DE MEDEIROS FILHO
uso do espaco e ecologia alimentar do guariba (alouatta belzebul belzebul) em fragmentos de mata atlantica do litoral norte da paraiba,DENISE DIAS DA CRUZ,FREDERICO GUSTAVO RODRIGUES FRANCA
"aspectos clinicos, epidemiologicos, diagnosticos, terapeuticos e prognostico de pacientes com adenocarcinoma de colon",LUCIO ROBERTO CANCADO CASTELLANO,ANGELA DE SIQUEIRA FIGUEIREDO
utilizacao de conchas de moluscos (cao3) para adsorcao de corantes da industria textil,JOELMA MORAIS FERREIRA,SILVIA LAYARA FLORIANI ANDERSEN
perspectivas de maes sobre o brincar no cotidiano de criancas com deficiencia fisica e sobre a contribuicao da terapia ocupacional para o brincar,ANTONIO GERALDO CIDRAO DE CARVALHO,JERONIMO FARIAS DE ALENCAR
estudo dos efeitos dos fatores vasculares e da sintomatologia ansioso-depressiva sobre as queixas subjetivas de memoria prospectiva e retrospectiva em uma amostra de idosos residentes na comunidade,MELYSSA KELLYANE CAVALCANTI GALDINO,CARLA ALEXANDRA DA SILVA MOITA MINERVINO
aplicacao de revestimento de quitosana incorporado de oleos essenciais de plantas aromaticas cultivadas no nordeste brasileiro para o controle de antracnose em mangas,ROBSON CAVALCANTE VERAS,SELMA DOS PASSOS BRAGA
influencia de alimentos e suplementos nutricionais na hipotensao induzida pelo exercicio em hipertensos,MARIA DO SOCORRO CIRILO DE SOUSA,AMILTON DA CRUZ SANTOS
"evolucao, ciencia e sociedade: teoria evolutiva, filogenia dos metazoa, e biodiversidade dos invertebrados nao-insetos da america do sul",MIODELI NOGUEIRA JUNOR,ROBSON TAMAR DA COSTA RAMOS
jogos digitais como ferramenta de apoio ao ensino de introducao a programacao,AYLA DEBORA DANTAS DE SOUZA REBOUCAS,LEONARDO VIDAL BATISTA
estudo de conversores cc-cc trifasicos com grampeamento ativo,ALBERTO SOTO LOCK,FABIANO SALVADORI
avaliacao da ansiedade em professores universitarios da area da saude da universidade federal da paraiba,CRISTINE HIRSCH MONTEIRO,JAQUELINE BRITO VIDAL BATISTA
desenvolvimento de novos alimentos atraves de materias-primas regionais,FABIOLA DA CRUZ NUNES,LIVIO CARVALHO DE FIGUEIREDO
participacao politica: novos arranjos entre sociedade civil e tics na paraiba,SAMIR PERRONE DE MIRANDA,AUGUSTO WAGNER MENEZES TEIXEIRA JUNIOR
a comercializacao dos ativos de rces dos projetos brasileiros aprovados no mdl do mercado de credito de carbono,IVAN TARGINO MOREIRA,ADRIANO FIRMINO VALDEVINO DE ARAUJO
avaliacao do nivel de conhecimento sobre anfetaminas dos estudantes de enfermagem e odontologia da universidade federal da paraiba,FABIANA DE ANDRADE CAVALCANTE,BAGNOLIA ARAUJO DA SILVA
avaliacao do nivel de conhecimento sobre biofarmacos dos academicos de enfermagem e odontologia da universidade federal da paraiba.,BAGNOLIA ARAUJO DA SILVA,MARIANNA VIEIRA SOBRAL CASTELLO BRANCO
a evolucao do conhecimento brasileiro sobre a tematica do biodiesel,ANTONIO GOUVEIA DE SOUZA,RICARDO TARGINO MOREIRA
analise das potencialidades industriais das materias-primas alimenticias regionais,CAROLINA LIMA CAVALCANTI DE ALBUQUERQUE,LAESIO PEREIRA MARTINS
"cnidarios medusozoado litoralda paraiba, diversidade e aspectos ecologicos",RICARDO DE SOUZA ROSA,MARTIN LINDSEY CHRISTOFFERSEN
qualidade pos-colheita de pedunculo de caju,ANTONIO GOUVEIA DE SOUZA,MARCIA ROSEANE TARGINO DE OLIVEIRA
desenvolvimento de picole de banana a base de leite caprino adocado com mel,ISMAEL IVAN ROCKENBACH,MARCIA ROSEANE TARGINO DE OLIVEIRA
controle de qualidade microbiologico de produtos lacteos comercializados em feiras livres do brejo paraibano,HAISSA ROBERTA CARDARELLI,NOADIA PRISCILA ARAUJO RODRIGUES
"fisiologia da maturacao, compostos bioativos e potencial antioxidante de frutas nao tradicionais de ocorrencia no estado da paraiba",RAPHAEL ABRAHAO,CARLOS ROBERTO MARINHO DA SILVA FILHO
"compostos biativos, potencial antioxidante e conservacao pos-colheita sob atmosfera modificada de frutas nativas e nao tradicionais do nordeste do brasil",LAESIO PEREIRA MARTINS,WALTER ESFRAIN PEREIRA
efeito de adubacao mineral sobre artropodes-pragas em hortalicas no brejo paraibano,JACINTO DE LUNA BATISTA,CARLOS HENRIQUE DE BRITO
